lat,lon,timestamp,amenity,name,tags
49.1936961,-123.1802332,2020-03-04T08:57:42.000-08:00,post_office,YVR Domestic Terminal,"{'brand:wikidata': 'Q1032001', 'addr:housenumber': '3880', 'level': '-1', 'brand:wikipedia': 'en:Canada Post', 'description': 'Inside 7-Eleven', 'indoor': 'yes', 'addr:street': 'Grant McConachie Way', 'addr:postcode': 'V7B 1W0', 'brand': 'Canada Post', 'operator': 'Canada Post'}"
49.193653,-123.1802895,2018-05-05T12:06:12.000-07:00,waste_basket,,{}
49.1936682,-123.1802877,2018-05-05T12:06:12.000-07:00,atm,,"{'indoor': 'yes', 'level': '-1', 'operator': 'RBC Royal Bank'}"
49.2248856,-122.8913862,2018-04-26T05:25:14.000-07:00,childcare,Kids & Company,{}
49.1338641,-122.8899466,2019-11-24T07:35:44.000-08:00,dentist,Aura Orthodontics,"{'addr:housenumber': '7192', 'website': 'https://www.auraortho.com', 'phone': '+1-604-593-5225', 'healthcare:speciality': 'orthodontics', 'opening_hours': 'Mo 09:00-17:30, Tu-We 10:00-18:30, Th-Fr 10:00-19:30, Sa 08:00-16:30', 'description': 'At Aura Orthodontics our goal is simple: to create the smile that you’ve always dreamed of! Stop by our Surrey Orthodontic Clinic', 'addr:street': '120 St', 'addr:postcode': 'V3W 3M8', 'healthcare': 'dentist', 'addr:city': 'Surrey'}"
49.2069352,-122.70086739999999,2018-04-26T22:27:11.000-07:00,bench,,{'backrest': 'yes'}
49.3248324,-123.1349985,2020-05-26T01:08:22.000-07:00,parking_entrance,,{}
49.341975,-123.063321,2008-04-28T02:25:55.000-07:00,school,Carisbrook Elementary,{'created_by': 'Potlatch 0.8b'}
49.3413319,-123.063527,2008-04-28T02:27:08.000-07:00,parking,,{'created_by': 'Potlatch 0.8b'}
49.2132425,-123.1685809,2008-07-06T22:18:00.000-07:00,toilets,,{'created_by': 'JOSM'}
49.2127739,-123.1690515,2008-07-06T22:18:25.000-07:00,parking,,{'created_by': 'JOSM'}
49.218984,-123.2136834,2008-07-06T22:18:26.000-07:00,telephone,,{'created_by': 'JOSM'}
49.0557594,-122.1951722,2017-06-22T21:48:35.000-07:00,public_building,Sumas First Nations Hall,{}
49.2284004,-122.8483834,2019-11-20T11:48:37.000-08:00,cafe,Tim Hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '1450', 'brand:wikipedia': 'en:Tim Hortons', 'opening_hours': '24/7', 'cuisine': 'coffee_shop', 'addr:street': 'United Boulevard', 'takeaway': 'yes', 'brand': 'Tim Hortons'}"
49.2111765,-122.9232161,2019-07-02T01:10:30.000-07:00,fuel,Esso,"{'brand:wikidata': 'Q867662', 'website': 'https://www.esso.com/', 'brand:wikipedia': 'en:Esso', 'fuel:octane_91': 'yes', 'fuel:octane_89': 'yes', 'fuel:diesel': 'yes', 'brand': 'Esso', 'fuel:octane_87': 'yes', 'operator': 'Esso'}"
49.212449,-122.9197493,2019-07-02T01:10:30.000-07:00,cafe,Tim Hortons,"{'brand:wikidata': 'Q175106', 'website': 'https://www.timhortons.com/', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'source': 'gps/photo survey', 'takeaway': 'yes', 'brand': 'Tim Hortons', 'operator': 'Restaurant Brands International Inc.'}"
49.212659,-122.9193469,2019-07-02T01:10:30.000-07:00,cafe,Starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}"
49.1332307,-122.5818649,2019-12-10T13:03:24.000-08:00,fuel,Chevron,"{'brand:wikidata': 'Q319642', 'brand:wikipedia': 'en:Chevron Corporation', 'fuel:octane_89': 'yes', 'addr:postcode': 'V2Y 2K2', 'fuel:diesel': 'yes', 'fuel:octane_87': 'yes', 'addr:housenumber': '23182', 'fuel:octane_94': 'yes', 'fuel:octane_91': 'yes', 'covered': 'yes', 'opening_hours': '24/7', 'self_service': 'yes', 'addr:street': '72 Avenue', 'brand': 'Chevron'}"
49.058996,-122.1798205,2018-05-01T05:18:14.000-07:00,waste_basket,,{}
49.1712762,-123.1348734,2019-10-27T17:08:25.000-07:00,restaurant,Oriental Rice Noodle,"{'addr:housenumber': '8100', 'phone': '+1-604-370-3738', 'opening_hours': 'Su-Th 11:00-22:30; Fr-Sa 11:00-23:00', 'cuisine': 'chinese', 'addr:street': 'Ackroyd Road', 'addr:unit': '130', 'addr:city': 'Richmond', 'name:zh': '雲尚過橋米線'}"
49.2068763,-122.9619873,2018-05-02T05:26:00.000-07:00,bench,,{'backrest': 'yes'}
49.2065317,-122.9614897,2018-05-02T05:26:00.000-07:00,bench,,{'backrest': 'yes'}
49.0579188,-122.460182,2020-05-04T03:14:59.000-07:00,dentist,Station Road Dental Aldergrove,"{'website': 'https://www.stationroaddentalcentre.com/', 'facebook': 'https://www.facebook.com/Station-Road-Dental-Aldergrove-504325426331181/', 'emergency': 'yes', 'addr:postcode': 'V4W 3P9', 'addr:unit': '101', 'operator': 'John So', 'healthcare': 'dentist', 'addr:city': 'Aldergrove', 'addr:housenumber': '27595', 'phone': '+1-604-857-5400', 'opening_hours': 'Mo-Th 08:30-18:00; Fr 08:30-19:00; Sa 09:00-17:00', 'addr:street': 'Fraser Highway', 'fax': '+1-604-857-5402'}"
49.0750325,-123.077857,2016-02-10T04:23:28.000-08:00,place_of_worship,Sacred Heart,"{'toilets:wheelchair': 'yes', 'wheelchair': 'yes', 'religion': 'christian'}"
49.1922556,-123.091042,2019-05-29T17:42:02.000-07:00,fuel,Chevron,"{'brand:wikidata': 'Q319642', 'addr:housenumber': '12011', 'addr:street': 'Bridgeport Road', 'brand': 'Chevron', 'brand:wikipedia': 'en:Chevron Corporation'}"
49.0914573,-123.0792612,2019-07-07T21:50:17.000-07:00,pharmacy,London Drugs,"{'brand:wikidata': 'Q3258955', 'brand': 'London Drugs', 'brand:wikipedia': 'en:London Drugs', 'healthcare': 'pharmacy'}"
49.1327053,-123.0991859,2019-08-24T15:12:34.000-07:00,restaurant,Nando's,"{'brand:wikidata': 'Q3472954', 'cuisine': 'chicken;portuguese', 'brand': ""Nando's"", 'brand:wikipedia': ""en:Nando's""}"
49.1330103,-123.0955358,2019-08-24T15:12:34.000-07:00,restaurant,Boston Pizza,"{'brand:wikidata': 'Q894578', 'cuisine': 'pizza', 'brand': 'Boston Pizza', 'brand:wikipedia': 'en:Boston Pizza', 'addr:unit': '2000'}"
49.2347493,-123.1547249,2019-09-24T19:58:50.000-07:00,fast_food,McDonald's,"{'brand:wikidata': 'Q38076', 'wheelchair': 'yes', 'addr:housenumber': '2095', 'website': 'http://www.mcdonalds.ca/', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'opening_hours': '24/7', 'cuisine': 'burger', 'addr:street': 'West 41st Avenue', 'takeaway': 'yes', 'brand': ""McDonald's""}"
49.090282,-123.0837214,2019-09-05T07:39:04.000-07:00,bank,CIBC,"{'brand:wikidata': 'Q666694', 'wheelchair': 'yes', 'addr:housenumber': '5045', 'website': 'https://locations.cibc.com/bc/delta/53235', 'brand:wikipedia': 'en:Canadian Imperial Bank of Commerce', 'drive_through': 'no', 'surveillance': 'indoor', 'addr:street': '48 Avenue', 'atm': 'yes', 'brand': 'CIBC'}"
49.2592078,-123.2225747,2019-11-28T17:39:34.000-08:00,toilets,,{'fee': 'no'}
49.2426643,-123.1986265,2012-03-26T09:29:57.000-07:00,toilets,,{'fee': 'no'}
49.2630877,-123.2409511,2008-12-14T06:43:46.000-08:00,post_box,,{'operator': 'Canada Post'}
49.2684891,-123.258088,2017-03-04T08:41:21.000-08:00,pub,Koerner's Pub,"{'opening_hours': 'Mo-Fr 11:30-01:00', 'addr:housenumber': '6371', 'website': 'http://koerners.ca/', 'addr:street': 'Crescent Road', 'phone': '+1-604-827-1443'}"
49.2819978,-123.1243463,2019-03-22T02:51:06.000-07:00,cinema,Scotiabank Theatre Vancouver,"{'addr:housenumber': '900', 'website': 'https://www.cineplex.com/Theatre/scotiabank-theatre-vancouver', 'phone': '+1-604-630-1407', 'addr:street': 'Burrard Street', 'is_in:city': 'Vancouver', 'addr:postcode': 'V6Z 3G5', 'wikidata': 'Q38378292', 'operator': 'Cineplex'}"
49.2805037,-123.1068723,2019-12-01T04:03:46.000-08:00,theatre,Cineplex Odeon International Village Cinemas,"{'addr:housenumber': '88', 'alt_name': 'Tinseltown', 'addr:street': 'West Pender Street', 'level': '2', 'addr:city': 'Vancouver'}"
49.2741986,-123.1098162,2020-03-27T17:40:40.000-07:00,ferry_terminal,Plaza of Nations Dock,"{'public_transport': 'stop_position', 'operator': 'Aquabus & False Creek Ferries', 'ferry': 'yes'}"
49.2724874,-123.1056477,2020-03-31T01:00:27.000-07:00,ferry_terminal,Village Dock,"{'public_transport': 'stop_position', 'operator': 'Aquabus & False Creek Ferries', 'ferry': 'yes'}"
49.155881,-123.1369787,2020-04-17T20:57:09.000-07:00,fuel,Chevron,"{'brand:wikidata': 'Q319642', 'addr:housenumber': '7951', 'addr:street': 'No. 3 Road', 'brand': 'Chevron', 'brand:wikipedia': 'en:Chevron Corporation'}"
49.147988,-123.136335,2017-02-20T06:56:21.000-08:00,fuel,Esso,"{'addr:housenumber': '9000', 'addr:street': 'No. 3 Road'}"
49.1187079,-122.9156888,2015-06-26T05:13:50.000-07:00,parking,,{}
49.1145105,-122.8969094,2015-06-26T00:01:55.000-07:00,parking,,{}
49.1188324,-122.9055699,2015-06-26T00:01:55.000-07:00,parking,,{}
49.1057098,-122.8982225,2009-07-16T03:00:02.000-07:00,parking,,{}
49.2635825,-123.1288364,2019-05-04T04:55:51.000-07:00,cafe,Waves,{'opening_hours': 'Mo-Fr 06:00-24:00; Sa-Su 08:00-22:00'}
49.1401463,-123.1378853,2014-08-23T05:24:32.000-07:00,fast_food,Subway,{'cuisine': 'sub'}
49.1651914,-123.1227394,2016-04-27T20:18:31.000-07:00,toilets,,{}
49.1144939,-123.0772698,2009-07-20T17:57:06.000-07:00,fuel,,{}
49.1556713,-123.1248972,2017-08-19T05:05:34.000-07:00,bar,Legends Pub,{}
49.1398614,-123.137394,2019-02-27T00:17:55.000-08:00,fast_food,KFC,"{'brand:wikidata': 'Q524757', 'cuisine': 'chicken', 'brand': 'KFC', 'brand:wikipedia': 'en:KFC', 'drive_through': 'no'}"
49.1486188,-123.1358921,2009-09-01T22:49:26.000-07:00,fast_food,Pizza Hut (takeout),{}
49.1330851,-123.0940869,2019-08-24T15:12:34.000-07:00,fast_food,McDonald's,"{'brand:wikidata': 'Q38076', 'website': 'http://www.mcdonalds.ca/', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'drive_through': 'yes', 'opening_hours': '24/7', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': ""McDonald's""}"
49.1329977,-123.0973124,2019-08-24T15:12:34.000-07:00,fast_food,Burger King,"{'brand:wikidata': 'Q177054', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': 'Burger King', 'brand:wikipedia': 'en:Burger King'}"
49.2195944,-123.0668488,2019-09-02T22:08:25.000-07:00,library,VPL Fraserview Branch,"{'opening_hours': 'Tu,We 10:00-21:00; Th-Sa 10:00-18:00; Su 13:00-17:00', 'addr:housenumber': '1950', 'website': 'https://www.vpl.ca/location/fraser-branch', 'addr:street': 'Argyle Drive', 'operator': 'Vancouver Public Library'}"
49.2224108,-122.9125474,2019-03-19T06:11:24.000-07:00,fuel,Shell,"{'website': 'https://www.shell.ca/', 'shop': 'yes', 'fuel:octane_91': 'yes', 'fuel:octane_89': 'yes', 'brand': 'Shell', 'fuel:octane_87': 'yes', 'operator': 'Shell'}"
49.2325006,-123.0773431,2019-10-31T23:32:04.000-07:00,fuel,Shell,"{'brand:wikidata': 'Q154950', 'addr:housenumber': '1396', 'brand:wikipedia': 'en:Royal Dutch Shell', 'addr:street': 'East 41st Avenue', 'brand': 'Shell', 'operator': 'Shell'}"
49.091207,-122.9564485,2010-06-11T04:53:29.000-07:00,fast_food,Triple O's,{}
49.0919518,-122.9576502,2019-08-02T01:26:08.000-07:00,cafe,Tim Hortons,"{'brand:wikidata': 'Q175106', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons', 'brand:wikipedia': 'en:Tim Hortons'}"
49.0904997,-123.0647436,2019-06-06T07:44:09.000-07:00,fuel,Esso,"{'brand:wikidata': 'Q867662', 'brand': 'Esso', 'brand:wikipedia': 'en:Esso'}"
49.0905125,-123.0719728,2019-06-06T07:44:09.000-07:00,fuel,Petro-Canada,"{'brand:wikidata': 'Q1208279', 'brand': 'Petro-Canada', 'brand:wikipedia': 'en:Petro-Canada'}"
49.3104392,-123.0512011,2008-04-09T23:47:46.000-07:00,school,Winsor House,{'created_by': 'Potlatch 0.8a'}
49.2022069,-123.1341593,2019-02-20T02:36:05.000-08:00,car_rental,Wicked Camper Van,"{'addr:housenumber': '1295', 'website': 'https://www.wickedcampers.ca/', 'addr:street': 'West 75th Avenue'}"
49.1850399,-122.9886355,2016-08-18T22:55:16.000-07:00,waste_basket,,{}
49.1879722,-122.9942481,2016-08-18T22:55:17.000-07:00,drinking_water,,{}
49.1917764,-122.9989134,2016-08-18T22:55:17.000-07:00,drinking_water,,{}
49.1937883,-122.9997851,2016-08-18T23:09:45.000-07:00,drinking_water,,{}
49.1998081,-123.0191936,2016-08-18T23:19:33.000-07:00,bench,,{'backrest': 'yes'}
49.2012925,-123.023072,2016-08-18T23:19:33.000-07:00,bench,,{'backrest': 'yes'}
49.2013565,-123.0234677,2016-08-18T23:19:33.000-07:00,shelter,,{'shelter_type': 'gazebo'}
49.268662,-123.1045109,2019-03-22T02:52:21.000-07:00,bar,Faculty Brewing,"{'addr:housenumber': '1830', 'website': 'https://www.facultybrewing.com/', 'shop': 'alcohol', 'phone': '+1-778-819-6794', 'opening_hours': 'Mo-Fr 14:00-23:00; Sa-Su 11:00-23:00', 'outdoor_seating': 'no', 'addr:street': 'Ontario Street', 'addr:postcode': 'V5T 2W6', 'email': 'hola@facultybrewing.com', 'addr:city': 'Vancouver'}"
49.2729177,-123.1540262,2016-08-19T04:40:09.000-07:00,car_sharing,,"{'operator': 'ZipCars', 'capacity': '2'}"
49.2729146,-123.1539774,2016-08-19T04:40:10.000-07:00,car_sharing,,"{'operator': 'Evo', 'capacity': '2'}"
49.2757002,-123.14245,2016-08-24T22:32:32.000-07:00,bicycle_rental,Vanier Park,"{'ref': '0077', 'capacity': '28', 'network': 'Mobi'}"
49.2796971,-123.1234607,2019-08-14T01:22:08.000-07:00,toilets,,{'wheelchair': 'no'}
49.2777729,-123.1208527,2016-08-19T18:55:24.000-07:00,bicycle_rental,Nelson & Richards,"{'ref': '0079', 'capacity': '30', 'network': 'Mobi'}"
49.2667096,-123.1048197,2016-08-20T04:15:34.000-07:00,bicycle_rental,Ontario & 5th,"{'ref': '0073', 'capacity': '18', 'network': 'Mobi'}"
49.2685718,-123.1045263,2018-10-26T20:30:44.000-07:00,cafe,Argo Cafe,"{'addr:housenumber': '1836', 'addr:street': 'Ontario Street', 'phone': '+1-604-876-3620'}"
49.2673073,-123.104332,2016-08-20T04:15:38.000-07:00,bicycle_parking,,{}
49.2672519,-123.1033949,2018-10-26T20:30:44.000-07:00,pub,R & B Ale & Pizza House,"{'opening_hours': 'Su-Tu 11:00-23:00; We-Sa 11:00-00:00', 'website': 'https://www.randbbrewing.com/alehouse', 'phone': '+1-604-336-0275'}"
49.2751748,-123.1397889,2016-08-20T04:15:40.000-07:00,drinking_water,,{}
49.2664036,-123.105075,2016-08-20T04:15:35.000-07:00,bench,,{}
49.2673126,-123.1045632,2019-06-17T19:44:53.000-07:00,post_box,,{'collection_times': 'Mo-Fr 14:00'}
49.2665754,-123.103744,2018-10-26T20:30:44.000-07:00,restaurant,Peaceful Restaurant,"{'opening_hours': 'Su-Th 11:00-21:30; Fr-Sa 11:00-22:00', 'addr:housenumber': '43', 'website': 'http://www.peacefulrestaurant.com', 'addr:street': 'East 5th Avenue', 'phone': '+1-604-559-9511'}"
49.2673013,-123.1039879,2016-08-20T04:15:39.000-07:00,bicycle_parking,,{}
49.2672834,-123.1030514,2016-08-20T04:15:40.000-07:00,bicycle_parking,,{}
49.2754736,-123.1398561,2016-08-20T04:15:40.000-07:00,bench,,{}
49.1667039,-122.4512871,2016-08-20T21:52:03.000-07:00,toilets,,"{'unisex': 'yes', 'toilets:disposal': 'pitlatrine', 'access': 'public'}"
49.1047356,-122.3700097,2017-02-17T11:51:50.000-08:00,waste_basket,,{}
49.1049875,-122.3704586,2016-08-20T22:08:04.000-07:00,waste_basket,,{}
49.1064494,-122.3675906,2016-08-20T22:08:04.000-07:00,waste_basket,,{}
49.0522216,-122.3543835,2018-04-01T18:45:36.000-07:00,shelter,,"{'shelter_type': 'picnic_shelter', 'building': 'roof'}"
49.0641642,-122.3079913,2016-08-20T22:45:37.000-07:00,waste_basket,,{}
49.1275907,-122.2232494,2019-07-14T21:27:23.000-07:00,toilets,,"{'unisex': 'yes', 'toilets:disposal': 'pitlatrine', 'access': 'yes'}"
49.1279956,-122.2245761,2016-08-20T22:56:37.000-07:00,waste_basket,,{}
49.1301083,-122.232712,2017-01-17T04:51:31.000-08:00,bench,,{'backrest': 'yes'}
49.1371931,-122.2456997,2017-01-17T04:51:29.000-08:00,bench,,{'backrest': 'yes'}
49.1381605,-122.2494917,2016-08-20T22:56:37.000-07:00,waste_basket,,{}
49.1392723,-122.2579112,2019-07-14T21:27:55.000-07:00,toilets,,"{'unisex': 'yes', 'toilets:disposal': 'pitlatrine', 'access': 'yes'}"
49.139262,-122.2579676,2016-08-20T22:56:37.000-07:00,waste_basket,,{}
49.1392424,-122.2580949,2016-08-20T22:56:37.000-07:00,bench,,{}
49.1382168,-122.2638551,2017-01-17T04:51:27.000-08:00,bench,,{'backrest': 'yes'}
49.132348,-122.2814952,2017-08-23T01:05:55.000-07:00,bench,,{}
49.1243047,-122.297744,2017-01-16T04:25:03.000-08:00,waste_basket,,{}
49.1205696,-122.3033506,2016-08-20T23:29:55.000-07:00,drinking_water,,{}
49.1134148,-122.3164974,2016-08-20T23:29:55.000-07:00,waste_basket,,{}
49.1110359,-122.3218882,2017-02-15T03:06:57.000-08:00,bench,,{'backrest': 'no'}
49.1079298,-122.3383316,2017-02-15T03:07:59.000-08:00,parking,,{}
49.1201288,-122.3029768,2019-07-14T21:26:22.000-07:00,toilets,,"{'toilets:disposal': 'pitlatrine', 'access': 'yes'}"
49.043615,-122.319065,2016-08-21T04:56:48.000-07:00,bench,,{'leisure': 'bleachers'}
49.0433782,-122.3173484,2016-08-23T20:28:00.000-07:00,waste_basket,,{}
49.0470379,-122.3081183,2016-08-21T07:02:17.000-07:00,bench,,{'backrest': 'yes'}
49.0596262,-122.2661426,2016-08-22T23:43:42.000-07:00,toilets,,"{'unisex': 'yes', 'toilets:disposal': 'chemical', 'access': 'public'}"
49.0597112,-122.2538417,2016-08-23T00:21:20.000-07:00,waste_basket,,{}
49.0595134,-122.2424686,2016-08-23T00:21:20.000-07:00,waste_basket,,{}
49.0563722,-122.2338629,2016-08-23T00:21:21.000-07:00,waste_basket,,{}
49.0525283,-122.2232617,2016-08-23T00:21:21.000-07:00,bench,,{}
49.0642939,-122.1720902,2016-08-23T00:56:02.000-07:00,waste_basket,,{}
49.0696616,-122.1698839,2016-08-23T00:56:02.000-07:00,bench,,{'backrest': 'yes'}
49.0725999,-122.1682615,2016-08-23T00:56:02.000-07:00,bench,,{}
49.0742756,-122.1656117,2019-01-26T08:04:01.000-08:00,bench,,{'material': 'wood'}
49.1008563,-122.1231915,2016-08-23T01:09:44.000-07:00,bench,,{}
49.0939394,-122.1305743,2016-08-23T01:09:44.000-07:00,bench,,{}
49.0894697,-122.1373561,2016-08-23T01:09:44.000-07:00,drinking_water,,{}
49.0823556,-122.1481017,2016-08-23T01:09:44.000-07:00,bench,,{'backrest': 'yes'}
49.2251641,-123.0037419,2018-07-28T21:23:42.000-07:00,clinic,J-Von Medical Centre,"{'addr:housenumber': '4468', 'addr:street': 'Beresford Street', 'phone': '+1-778-379-8299'}"
49.2995581,-123.1340063,2016-08-23T05:12:49.000-07:00,toilets,,{}
49.0432292,-122.3169623,2016-09-03T02:49:48.000-07:00,bench,,{'backrest': 'yes'}
49.0438195,-122.3169832,2016-08-23T20:28:15.000-07:00,waste_basket,,{}
49.0435981,-122.3172307,2016-08-23T20:28:21.000-07:00,bench,,{'backrest': 'yes'}
49.0434612,-122.3172437,2017-09-23T22:20:30.000-07:00,recycling,,"{'recycling:glass_bottles': 'yes', 'recycling_type': 'container', 'recycling:cans': 'yes'}"
49.0439737,-122.3168528,2017-09-23T22:20:30.000-07:00,recycling,,"{'recycling:glass_bottles': 'yes', 'recycling_type': 'container', 'recycling:cans': 'yes'}"
49.0438695,-122.317094,2016-08-23T20:28:15.000-07:00,waste_basket,,{}
49.0438697,-122.3171047,2017-09-23T22:20:31.000-07:00,recycling,,"{'recycling:glass_bottles': 'yes', 'recycling_type': 'container', 'recycling:cans': 'yes'}"
49.043968,-122.3168634,2016-08-23T20:28:20.000-07:00,waste_basket,,{}
49.043244,-122.3170866,2016-09-03T02:49:51.000-07:00,bench,,{'backrest': 'yes'}
